2015, 671598 - XHAUL - XHAUL: THE 5G INTEGRATED FRONTHAUL/BACKHAUL, 'TELECOM ITALIA SPA*', Italy, 528750.00
2015, 671598 - XHAUL - XHAUL: THE 5G INTEGRATED FRONTHAUL/BACKHAUL, 'ERICSSON TELECOMUNICAZIONI SPA*', Italy, 225500.00
2015, 671598 - XHAUL - XHAUL: THE 5G INTEGRATED FRONTHAUL/BACKHAUL, 'TELNET REDES INTELIGENTES SA*', Spain, 244500.00
2015, 671598 - XHAUL - XHAUL: THE 5G INTEGRATED FRONTHAUL/BACKHAUL, 'NOKIA SOLUTIONS AND NETWORKS GMBH & CO KG*NSN', Germany, 373000.00
2015, 671598 - XHAUL - XHAUL: THE 5G INTEGRATED FRONTHAUL/BACKHAUL, 'CORE NETWORK DYNAMICS GMBH', Germany, 359750.00
2015, 671598 - XHAUL - XHAUL: THE 5G INTEGRATED FRONTHAUL/BACKHAUL, 'LUNDS UNIVERSITET*LUND UNIVERSITY', Sweden, 255000.00
2015, 671584 - 5G NORMA - 5G NOVEL RADIO MULTISERVICE ADAPTIVE NETWORK ARCHITECTURE, 'ALCATEL-LUCENT BELL LABS FRANCE*', France, 357960.00
2015, 671584 - 5G NORMA - 5G NOVEL RADIO MULTISERVICE ADAPTIVE NETWORK ARCHITECTURE, 'TECHNISCHE UNIVERSITAT KAISERSLAUTERN*', Germany, 380937.50
2015, 671584 - 5G NORMA - 5G NOVEL RADIO MULTISERVICE ADAPTIVE NETWORK ARCHITECTURE, 'UNIVERSIDAD CARLOS III DE MADRID*', Spain, 735000.00
2015, 671584 - 5G NORMA - 5G NOVEL RADIO MULTISERVICE ADAPTIVE NETWORK ARCHITECTURE, 'AZCOM TECHNOLOGY SRL*', Italy, 453750.00
2015, 671584 - 5G NORMA - 5G NOVEL RADIO MULTISERVICE ADAPTIVE NETWORK ARCHITECTURE, 'NEC EUROPE LTD*', United Kingdom, 584700.00
2015, 671584 - 5G NORMA - 5G NOVEL RADIO MULTISERVICE ADAPTIVE NETWORK ARCHITECTURE, 'NOKIA SOLUTIONS AND NETWORKS OY*NSN FINLAND', Finland, 742453.75
2015, 671584 - 5G NORMA - 5G NOVEL RADIO MULTISERVICE ADAPTIVE NETWORK ARCHITECTURE, 'ATOS SPAIN SA*', Spain, 469375.00
2015, 671584 - 5G NORMA - 5G NOVEL RADIO MULTISERVICE ADAPTIVE NETWORK ARCHITECTURE, 'ALCATEL LUCENT DEUTSCHLAND AG*', Germany, 516925.00
2015, 671584 - 5G NORMA - 5G NOVEL RADIO MULTISERVICE ADAPTIVE NETWORK ARCHITECTURE, 'DEUTSCHE TELEKOM AG*', Germany, 648000.00
2015, 671584 - 5G NORMA - 5G NOVEL RADIO MULTISERVICE ADAPTIVE NETWORK ARCHITECTURE, 'KING'S COLLEGE LONDON ROYAL CHARTER*', United Kingdom, 480710.00
2015, 671584 - 5G NORMA - 5G NOVEL RADIO MULTISERVICE ADAPTIVE NETWORK ARCHITECTURE, 'NOKIA SOLUTIONS AND NETWORKS MANAGEMENT INTERNATIONAL GMBH*NSN MANAGEMENT INTERNATIONAL', Germany, 656828.75
2015, 671584 - 5G NORMA - 5G NOVEL RADIO MULTISERVICE ADAPTIVE NETWORK ARCHITECTURE, 'ORANGE SA*', France, 216440.00
2015, 671584 - 5G NORMA - 5G NOVEL RADIO MULTISERVICE ADAPTIVE NETWORK ARCHITECTURE, 'REAL WIRELESS LIMITED*', United Kingdom, 600657.50
2015, 671584 - 5G NORMA - 5G NOVEL RADIO MULTISERVICE ADAPTIVE NETWORK ARCHITECTURE, 'TELEFONICA INVESTIGACION Y DESARROLLO SA*', Spain, 443397.50
2015, 671584 - 5G NORMA - 5G NOVEL RADIO MULTISERVICE ADAPTIVE NETWORK ARCHITECTURE, 'NOMOR RESEARCH GMBH*', Germany, 634733.75
2015, 671636 - 5GEX - 5G EXCHANGE, 'TELENOR ASA*', Norway, 136500.00
2015, 671636 - 5GEX - 5G EXCHANGE, 'TELECOM ITALIA SPA*', Italy, 176925.00
2015, 671636 - 5GEX - 5G EXCHANGE, 'UNIVERSITY COLLEGE LONDON*', United Kingdom, 834375.00
2015, 671636 - 5GEX - 5G EXCHANGE, 'ATHENS UNIVERSITY OF ECONOMICS ANDBUSINESS*RESEARCH CENTER', Greece, 221500.00
2015, 671636 - 5GEX - 5G EXCHANGE, 'BISDN GMBH*BERLIN INSTITUTE FOR SOFTWARE DEFINED NETWORKS', Germany, 578375.00
2015, 671636 - 5GEX - 5G EXCHANGE, 'ORANGE SA*', France, 440825.00
2015, 671636 - 5GEX - 5G EXCHANGE, 'HUAWEI TECHNOLOGIES DUESSELDORF GMBH*HWDU', Germany, 483000.00
2015, 671636 - 5GEX - 5G EXCHANGE, 'UNIVERSIDAD CARLOS III DE MADRID*', Spain, 815937.50
2015, 671636 - 5GEX - 5G EXCHANGE, 'ERICSSON TELECOMUNICAZIONI SPA*', Italy, 345625.00
2015, 671636 - 5GEX - 5G EXCHANGE, 'ERICSSON MAGYARORSZAG KOMMUNIKACIOSRENDSZEREK KFT*', Hungary, 400052.63
2015, 671636 - 5GEX - 5G EXCHANGE, 'TELEFONICA INVESTIGACION Y DESARROLLO SA*', Spain, 344883.00
2015, 671636 - 5GEX - 5G EXCHANGE, 'HEWLETT PACKARD ITALIANA SRL*', Italy, 519312.50
2015, 671636 - 5GEX - 5G EXCHANGE, 'BUDAPESTI MUSZAKI ES GAZDASAGTUDOMANYI EGYETEM*BUDAPEST UNIVERSITY OFTECHNOLOGY AND ECONOMICS', Hungary, 512500.00
2015, 671636 - 5GEX - 5G EXCHANGE, 'KUNGLIGA TEKNISKA HOEGSKOLAN*THEROYAL INSTITUTE OF TECHNOLOGY', Sweden, 665625.00
